loan_id,origination_month,original_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,vintage
LN101760,2020-09-01,168701.93,2.554,740-779,70-80,0-20,MO,Refinance,Investment,Condominium,Servicer_E,2020
LN101761,2020-11-01,368422.22,2.512,780+,70-80,20-30,IL,Purchase,Primary Residence,Single Family,Servicer_B,2020
LN101762,2018-01-01,75000.0,5.558,620-659,90-100,40-50,MA,Refinance,Primary Residence,Townhouse,Servicer_D,2018
LN101763,2022-03-01,165230.38,5.059,660-699,70-80,30-40,CO,Purchase,Primary Residence,Single Family,Servicer_C,2022
LN101764,2022-01-01,158907.23,6.088,620-659,70-80,20-30,WV,Refinance,Investment,Single Family,Servicer_C,2022
LN101765,2024-07-01,261004.41,6.626,780+,60-70,30-40,OR,Purchase,Investment,Single Family,Servicer_C,2024
LN101766,2021-07-01,223610.46,3.133,700-739,70-80,30-40,VA,Purchase,Primary Residence,Single Family,Servicer_C,2021
LN101767,2021-04-01,231285.25,2.507,740-779,70-80,20-30,IA,Purchase,Primary Residence,Condominium,Servicer_D,2021
LN101768,2018-06-01,227094.26,3.702,780+,60-70,30-40,UT,Purchase,Second Home,Single Family,Servicer_B,2018
LN101769,2019-05-01,253100.06,3.73,780+,80-90,20-30,MT,Purchase,Primary Residence,Single Family,Servicer_D,2019
LN101770,2020-05-01,336478.06,3.314,660-699,70-80,20-30,GA,Purchase,Investment,Condominium,Servicer_A,2020
LN101771,2020-08-01,271399.79,2.993,740-779,70-80,20-30,KY,Purchase,Investment,Single Family,Servicer_A,2020
LN101772,2020-07-01,213805.65,2.591,780+,0-60,20-30,SD,Refinance,Primary Residence,Condominium,Servicer_C,2020
LN101773,2020-10-01,311818.87,4.038,620-659,70-80,40-50,RI,Purchase,Primary Residence,Condominium,Servicer_D,2020
LN101774,2023-05-01,393794.37,6.02,740-779,0-60,20-30,OR,Purchase,Primary Residence,Single Family,Servicer_E,2023
LN101775,2018-12-01,184130.86,4.406,700-739,0-60,20-30,ID,Refinance,Investment,Condominium,Servicer_A,2018
LN101776,2020-04-01,241964.11,2.751,740-779,70-80,20-30,NC,Purchase,Primary Residence,Townhouse,Servicer_A,2020
LN101777,2019-02-01,473669.36,3.71,700-739,0-60,20-30,WV,Refinance,Investment,Townhouse,Servicer_B,2019
LN101778,2020-02-01,136311.48,3.519,660-699,60-70,20-30,AZ,Purchase,Primary Residence,Single Family,Servicer_D,2020
LN101779,2022-10-01,674550.89,6.232,620-659,70-80,30-40,KY,Purchase,Investment,Single Family,Servicer_E,2022
LN101780,2018-04-01,119692.47,5.46,620-659,60-70,20-30,CA,Purchase,Primary Residence,Townhouse,Servicer_D,2018
LN101781,2020-05-01,206750.01,4.238,620-659,90-100,20-30,CO,Purchase,Primary Residence,Condominium,Servicer_B,2020
LN101782,2018-02-01,148243.53,4.657,740-779,90-100,30-40,WY,Purchase,Primary Residence,Single Family,Servicer_D,2018
LN101783,2024-09-01,832822.69,6.764,700-739,70-80,0-20,IL,Refinance,Primary Residence,Single Family,Servicer_A,2024
LN101784,2023-02-01,189543.47,6.94,660-699,90-100,30-40,FL,Purchase,Primary Residence,Condominium,Servicer_E,2023
LN101785,2019-09-01,189805.2,4.292,740-779,80-90,20-30,AR,Refinance,Investment,Condominium,Servicer_C,2019
LN101786,2019-05-01,203883.57,3.493,740-779,60-70,20-30,WY,Purchase,Primary Residence,Townhouse,Servicer_B,2019
LN101787,2018-09-01,263497.13,4.892,700-739,80-90,30-40,MS,Purchase,Investment,Townhouse,Servicer_C,2018
LN101788,2021-04-01,208683.33,2.464,780+,0-60,30-40,SC,Refinance,Primary Residence,Single Family,Servicer_D,2021
LN101789,2023-04-01,232379.82,6.636,700-739,80-90,30-40,IL,Refinance,Primary Residence,Condominium,Servicer_A,2023
LN101790,2022-02-01,75000.0,4.813,740-779,70-80,20-30,NC,Purchase,Investment,Single Family,Servicer_A,2022
LN101791,2024-03-01,257984.33,7.704,620-659,0-60,20-30,VT,Purchase,Primary Residence,Single Family,Servicer_D,2024
LN101792,2020-05-01,252460.44,2.847,740-779,60-70,30-40,ND,Purchase,Investment,Single Family,Servicer_E,2020
LN101793,2019-12-01,442603.24,3.666,780+,90-100,20-30,MT,Purchase,Investment,Townhouse,Servicer_C,2019
LN101794,2021-05-01,513599.84,2.322,780+,60-70,30-40,HI,Refinance,Primary Residence,Single Family,Servicer_A,2021
LN101795,2019-05-01,225477.75,4.166,700-739,60-70,20-30,ID,Purchase,Second Home,Single Family,Servicer_C,2019
LN101796,2024-10-01,391657.18,6.77,740-779,60-70,30-40,NJ,Refinance,Primary Residence,Single Family,Servicer_A,2024
LN101797,2019-04-01,136400.87,3.5,700-739,70-80,0-20,MN,Purchase,Primary Residence,Single Family,Servicer_B,2019
LN101798,2021-05-01,381266.73,3.4,740-779,80-90,20-30,AZ,Purchase,Primary Residence,Single Family,Servicer_A,2021
LN101799,2021-08-01,182472.45,3.2,740-779,80-90,0-20,GA,Purchase,Second Home,Single Family,Servicer_B,2021
LN101800,2018-05-01,130304.93,3.994,780+,70-80,20-30,MI,Purchase,Primary Residence,Single Family,Servicer_B,2018
LN101801,2021-04-01,225740.73,2.502,700-739,60-70,30-40,FL,Purchase,Primary Residence,Single Family,Servicer_A,2021
LN101802,2021-03-01,540081.88,3.676,620-659,0-60,20-30,NV,Refinance,Investment,Townhouse,Servicer_B,2021
LN101803,2019-10-01,276169.27,3.833,740-779,70-80,20-30,KS,Refinance,Primary Residence,Condominium,Servicer_C,2019
LN101804,2018-11-01,569369.38,4.903,620-659,80-90,30-40,IA,Refinance,Investment,Townhouse,Servicer_B,2018
LN101805,2018-04-01,165613.69,4.92,660-699,80-90,30-40,CO,Purchase,Primary Residence,Single Family,Servicer_A,2018
LN101806,2018-01-01,444868.63,5.478,700-739,70-80,20-30,MT,Refinance,Primary Residence,Single Family,Servicer_C,2018
LN101807,2021-05-01,174648.07,2.715,740-779,70-80,40-50,GA,Refinance,Primary Residence,Single Family,Servicer_D,2021
LN101808,2018-08-01,282984.38,4.567,660-699,70-80,20-30,NY,Refinance,Primary Residence,Multi Unit,Servicer_D,2018
LN101809,2024-09-01,281641.92,6.787,660-699,70-80,30-40,WA,Purchase,Primary Residence,Single Family,Servicer_B,2024
LN101810,2019-09-01,359703.96,5.072,620-659,70-80,0-20,VA,Purchase,Primary Residence,Single Family,Servicer_C,2019
LN101811,2022-07-01,286967.3,5.294,780+,80-90,20-30,ND,Refinance,Second Home,Multi Unit,Servicer_D,2022
LN101812,2022-09-01,166485.7,5.512,740-779,70-80,20-30,SD,Purchase,Primary Residence,Multi Unit,Servicer_C,2022
LN101813,2021-06-01,405706.4,4.634,580-619,90-100,0-20,WA,Purchase,Primary Residence,Single Family,Servicer_C,2021
LN101814,2024-03-01,647987.91,8.416,580-619,70-80,20-30,OH,Purchase,Primary Residence,Condominium,Servicer_A,2024
LN101815,2018-10-01,181339.15,4.086,700-739,0-60,0-20,IL,Purchase,Primary Residence,Single Family,Servicer_B,2018
LN101816,2019-08-01,91111.43,4.139,660-699,60-70,30-40,MT,Purchase,Primary Residence,Single Family,Servicer_B,2019
LN101817,2019-10-01,329009.52,3.776,740-779,70-80,0-20,TX,Refinance,Primary Residence,Single Family,Servicer_B,2019
LN101818,2018-12-01,208369.24,4.955,700-739,70-80,0-20,ND,Purchase,Second Home,Multi Unit,Servicer_E,2018
LN101819,2020-01-01,232607.93,2.706,780+,70-80,40-50,ME,Purchase,Investment,Single Family,Servicer_A,2020
LN101820,2020-03-01,339460.87,3.372,660-699,80-90,30-40,FL,Purchase,Second Home,Condominium,Servicer_C,2020
LN101821,2023-05-01,194502.51,6.479,740-779,60-70,40-50,DE,Refinance,Primary Residence,Single Family,Servicer_E,2023
LN101822,2020-02-01,215636.11,3.207,620-659,70-80,20-30,ME,Purchase,Primary Residence,Condominium,Servicer_C,2020
LN101823,2024-02-01,236605.73,5.844,780+,80-90,0-20,SD,Purchase,Primary Residence,Condominium,Servicer_A,2024
LN101824,2023-05-01,561058.73,6.559,780+,70-80,20-30,NV,Purchase,Primary Residence,Condominium,Servicer_E,2023
LN101825,2024-04-01,254168.95,6.478,740-779,70-80,20-30,AZ,Purchase,Primary Residence,Townhouse,Servicer_B,2024
LN101826,2018-09-01,126702.33,4.262,700-739,0-60,0-20,VA,Purchase,Investment,Condominium,Servicer_A,2018
LN101827,2024-11-01,129506.07,7.339,660-699,70-80,30-40,MA,Purchase,Primary Residence,Condominium,Servicer_B,2024
LN101828,2022-04-01,269896.18,5.709,740-779,80-90,30-40,MD,Refinance,Primary Residence,Single Family,Servicer_A,2022
LN101829,2024-11-01,134326.78,7.15,740-779,90-100,30-40,SD,Purchase,Primary Residence,Multi Unit,Servicer_D,2024
LN101830,2020-06-01,105868.1,3.938,660-699,70-80,20-30,ME,Refinance,Investment,Single Family,Servicer_A,2020
LN101831,2024-09-01,354605.43,6.891,700-739,60-70,30-40,NM,Purchase,Primary Residence,Single Family,Servicer_D,2024
LN101832,2022-02-01,364284.46,5.631,700-739,80-90,20-30,WA,Purchase,Second Home,Single Family,Servicer_A,2022
LN101833,2018-07-01,204176.71,4.562,740-779,80-90,40-50,MT,Purchase,Primary Residence,Single Family,Servicer_E,2018
LN101834,2020-11-01,293821.82,2.374,740-779,60-70,20-30,NM,Purchase,Primary Residence,Condominium,Servicer_A,2020
LN101835,2018-12-01,277252.27,4.777,740-779,80-90,0-20,LA,Refinance,Investment,Single Family,Servicer_E,2018
LN101836,2024-08-01,348205.07,5.656,740-779,0-60,0-20,VT,Refinance,Primary Residence,Single Family,Servicer_A,2024
LN101837,2020-02-01,348651.68,2.984,660-699,0-60,30-40,AR,Purchase,Primary Residence,Townhouse,Servicer_D,2020
LN101838,2019-07-01,75000.0,3.747,700-739,0-60,40-50,IN,Purchase,Primary Residence,Townhouse,Servicer_D,2019
LN101839,2021-11-01,219025.13,3.123,620-659,0-60,30-40,WY,Refinance,Primary Residence,Single Family,Servicer_C,2021
LN101840,2020-12-01,332389.75,2.924,740-779,80-90,30-40,MO,Purchase,Primary Residence,Multi Unit,Servicer_A,2020
LN101841,2018-09-01,199479.16,5.092,700-739,70-80,40-50,FL,Purchase,Second Home,Single Family,Servicer_C,2018
LN101842,2023-09-01,255027.75,7.041,700-739,60-70,30-40,MA,Purchase,Second Home,Single Family,Servicer_C,2023
LN101843,2023-12-01,377792.8,6.854,660-699,70-80,20-30,IL,Purchase,Primary Residence,Townhouse,Servicer_C,2023
LN101844,2023-03-01,261378.56,6.919,660-699,70-80,30-40,NE,Refinance,Primary Residence,Condominium,Servicer_C,2023
LN101845,2022-04-01,572960.4,4.857,700-739,60-70,0-20,ID,Purchase,Primary Residence,Condominium,Servicer_E,2022
LN101846,2020-10-01,464658.79,3.371,660-699,0-60,0-20,MD,Refinance,Primary Residence,Single Family,Servicer_E,2020
LN101847,2021-10-01,234217.61,3.485,620-659,70-80,20-30,VA,Purchase,Primary Residence,Single Family,Servicer_C,2021
LN101848,2021-08-01,224199.33,2.0,740-779,0-60,0-20,CA,Purchase,Primary Residence,Single Family,Servicer_A,2021
LN101849,2019-02-01,75000.0,4.17,700-739,80-90,40-50,RI,Purchase,Investment,Multi Unit,Servicer_A,2019
LN101850,2018-07-01,208906.07,4.572,700-739,60-70,40-50,AR,Refinance,Primary Residence,Single Family,Servicer_D,2018
LN101851,2019-10-01,118766.93,4.429,700-739,80-90,20-30,MN,Purchase,Primary Residence,Single Family,Servicer_E,2019
LN101852,2021-03-01,282347.1,2.888,740-779,80-90,30-40,ND,Refinance,Investment,Single Family,Servicer_B,2021
LN101853,2019-02-01,271928.68,3.628,700-739,0-60,20-30,WV,Purchase,Primary Residence,Condominium,Servicer_A,2019
LN101854,2018-09-01,366567.1,4.686,740-779,0-60,0-20,IL,Refinance,Primary Residence,Single Family,Servicer_B,2018
LN101855,2023-12-01,538953.71,6.712,780+,90-100,20-30,AZ,Refinance,Primary Residence,Condominium,Servicer_B,2023
LN101856,2020-08-01,246413.92,3.076,740-779,70-80,0-20,PA,Refinance,Primary Residence,Single Family,Servicer_E,2020
LN101857,2022-02-01,876283.69,5.178,700-739,70-80,20-30,VT,Purchase,Primary Residence,Single Family,Servicer_C,2022
LN101858,2021-09-01,284095.15,2.717,740-779,0-60,0-20,NH,Refinance,Primary Residence,Single Family,Servicer_A,2021
LN101859,2023-02-01,121612.76,6.273,700-739,60-70,0-20,AR,Purchase,Primary Residence,Single Family,Servicer_B,2023
LN101860,2023-03-01,183519.58,6.671,700-739,70-80,0-20,MT,Purchase,Primary Residence,Condominium,Servicer_A,2023
LN101861,2020-01-01,203659.65,2.948,700-739,80-90,40-50,MD,Refinance,Primary Residence,Townhouse,Servicer_C,2020
LN101862,2023-12-01,346239.54,6.779,660-699,60-70,0-20,MN,Refinance,Primary Residence,Single Family,Servicer_C,2023
LN101863,2020-08-01,148483.45,4.285,620-659,80-90,20-30,AZ,Purchase,Primary Residence,Single Family,Servicer_A,2020
LN101864,2023-11-01,212209.54,6.626,700-739,70-80,20-30,KS,Refinance,Primary Residence,Single Family,Servicer_B,2023
LN101865,2020-11-01,228809.27,3.725,620-659,0-60,20-30,WY,Purchase,Primary Residence,Townhouse,Servicer_E,2020
LN101866,2018-10-01,195389.4,4.895,700-739,60-70,20-30,AZ,Refinance,Primary Residence,Multi Unit,Servicer_D,2018
LN101867,2023-04-01,390621.62,6.702,700-739,60-70,0-20,VA,Refinance,Primary Residence,Condominium,Servicer_C,2023
LN101868,2018-03-01,355735.57,4.338,780+,70-80,30-40,MT,Refinance,Primary Residence,Single Family,Servicer_B,2018
LN101869,2023-05-01,474885.08,8.169,580-619,70-80,20-30,NJ,Refinance,Primary Residence,Single Family,Servicer_E,2023
LN101870,2018-04-01,208387.03,4.325,740-779,70-80,30-40,WA,Refinance,Primary Residence,Multi Unit,Servicer_D,2018
LN101871,2019-06-01,484370.97,4.065,700-739,60-70,20-30,HI,Purchase,Investment,Single Family,Servicer_E,2019
LN101872,2022-03-01,118068.21,7.292,580-619,80-90,20-30,WY,Purchase,Primary Residence,Condominium,Servicer_A,2022
LN101873,2024-08-01,116495.14,6.899,660-699,70-80,20-30,IN,Purchase,Primary Residence,Multi Unit,Servicer_A,2024
LN101874,2020-11-01,128235.7,3.422,620-659,70-80,0-20,LA,Refinance,Primary Residence,Condominium,Servicer_A,2020
LN101875,2018-11-01,251269.82,4.485,660-699,70-80,20-30,MN,Purchase,Primary Residence,Condominium,Servicer_D,2018
LN101876,2019-08-01,484331.16,4.388,660-699,60-70,0-20,NM,Refinance,Primary Residence,Single Family,Servicer_C,2019
LN101877,2024-04-01,179519.31,7.379,700-739,80-90,20-30,KY,Purchase,Primary Residence,Townhouse,Servicer_A,2024
LN101878,2023-02-01,192342.87,6.649,700-739,70-80,30-40,SC,Refinance,Primary Residence,Single Family,Servicer_E,2023
LN101879,2018-09-01,221994.15,4.999,580-619,60-70,0-20,AK,Purchase,Investment,Townhouse,Servicer_E,2018
LN101880,2020-09-01,342583.83,2.958,660-699,0-60,0-20,ND,Refinance,Primary Residence,Single Family,Servicer_A,2020
LN101881,2019-11-01,192244.31,4.704,620-659,70-80,30-40,NC,Refinance,Second Home,Condominium,Servicer_C,2019
LN101882,2019-03-01,186434.8,3.92,700-739,70-80,20-30,NE,Purchase,Primary Residence,Townhouse,Servicer_C,2019
LN101883,2023-12-01,119282.37,6.764,700-739,60-70,30-40,NM,Refinance,Primary Residence,Single Family,Servicer_A,2023
LN101884,2022-04-01,182548.21,5.383,700-739,80-90,40-50,PA,Purchase,Primary Residence,Single Family,Servicer_C,2022
LN101885,2019-04-01,477739.15,4.694,660-699,80-90,40-50,VA,Refinance,Primary Residence,Single Family,Servicer_A,2019
LN101886,2022-07-01,262820.22,6.443,580-619,0-60,20-30,HI,Refinance,Primary Residence,Townhouse,Servicer_E,2022
LN101887,2020-11-01,166424.36,2.986,780+,80-90,20-30,MS,Purchase,Primary Residence,Condominium,Servicer_D,2020
LN101888,2018-06-01,493409.82,5.188,620-659,70-80,30-40,NH,Purchase,Primary Residence,Single Family,Servicer_E,2018
LN101889,2021-02-01,181198.57,4.117,620-659,90-100,30-40,LA,Purchase,Primary Residence,Townhouse,Servicer_D,2021
LN101890,2019-04-01,545900.37,4.228,660-699,60-70,30-40,WI,Purchase,Primary Residence,Townhouse,Servicer_A,2019
LN101891,2019-09-01,541013.78,3.062,780+,60-70,20-30,MT,Refinance,Primary Residence,Townhouse,Servicer_B,2019
LN101892,2024-02-01,257821.46,6.702,740-779,70-80,0-20,NJ,Purchase,Primary Residence,Condominium,Servicer_C,2024
LN101893,2022-12-01,109646.18,5.227,740-779,60-70,0-20,GA,Refinance,Second Home,Multi Unit,Servicer_B,2022
LN101894,2018-12-01,880672.88,4.587,780+,80-90,0-20,MA,Refinance,Primary Residence,Townhouse,Servicer_C,2018
LN101895,2023-12-01,309346.73,7.535,620-659,70-80,0-20,NY,Refinance,Investment,Single Family,Servicer_B,2023
LN101896,2022-01-01,209206.76,4.45,780+,60-70,40-50,MI,Purchase,Primary Residence,Multi Unit,Servicer_A,2022
LN101897,2024-02-01,422982.7,6.847,660-699,70-80,0-20,RI,Purchase,Primary Residence,Single Family,Servicer_B,2024
LN101898,2023-03-01,367869.2,6.629,740-779,80-90,30-40,CT,Refinance,Primary Residence,Townhouse,Servicer_C,2023
LN101899,2020-05-01,514130.44,3.367,700-739,80-90,40-50,DE,Refinance,Primary Residence,Condominium,Servicer_B,2020
LN101900,2021-09-01,173672.2,2.923,700-739,70-80,20-30,KY,Refinance,Primary Residence,Condominium,Servicer_C,2021
LN101901,2021-09-01,297859.32,2.023,780+,60-70,20-30,KS,Purchase,Primary Residence,Single Family,Servicer_B,2021
LN101902,2023-01-01,130220.91,6.521,660-699,0-60,30-40,SD,Purchase,Primary Residence,Single Family,Servicer_D,2023
LN101903,2019-09-01,360663.3,3.01,780+,80-90,20-30,UT,Refinance,Primary Residence,Single Family,Servicer_C,2019
LN101904,2020-04-01,246864.84,2.374,700-739,80-90,20-30,MS,Refinance,Primary Residence,Condominium,Servicer_C,2020
LN101905,2019-09-01,291784.64,3.65,740-779,70-80,30-40,MT,Purchase,Primary Residence,Townhouse,Servicer_B,2019
LN101906,2020-01-01,230665.49,3.506,780+,80-90,30-40,IA,Refinance,Primary Residence,Single Family,Servicer_C,2020
LN101907,2019-02-01,217765.12,4.879,620-659,0-60,30-40,NE,Purchase,Investment,Single Family,Servicer_A,2019
LN101908,2018-04-01,155078.86,3.947,780+,80-90,40-50,OK,Purchase,Primary Residence,Condominium,Servicer_C,2018
LN101909,2024-07-01,386139.05,6.785,700-739,60-70,20-30,OR,Purchase,Primary Residence,Single Family,Servicer_A,2024
LN101910,2018-07-01,567248.87,3.651,740-779,0-60,30-40,WI,Purchase,Primary Residence,Single Family,Servicer_D,2018
LN101911,2024-03-01,184065.8,6.696,660-699,70-80,30-40,NH,Purchase,Primary Residence,Single Family,Servicer_D,2024
LN101912,2018-01-01,338968.84,4.181,700-739,70-80,30-40,LA,Purchase,Investment,Condominium,Servicer_C,2018
LN101913,2023-06-01,317082.47,6.892,740-779,90-100,30-40,AR,Purchase,Primary Residence,Condominium,Servicer_D,2023
LN101914,2020-04-01,251115.93,2.955,700-739,60-70,30-40,OH,Purchase,Primary Residence,Townhouse,Servicer_C,2020
LN101915,2021-08-01,107967.82,3.486,660-699,80-90,30-40,SD,Purchase,Primary Residence,Single Family,Servicer_A,2021
LN101916,2019-12-01,122190.63,4.589,660-699,80-90,20-30,NV,Purchase,Primary Residence,Single Family,Servicer_D,2019
LN101917,2021-06-01,162702.09,2.359,780+,70-80,30-40,WA,Refinance,Primary Residence,Townhouse,Servicer_E,2021
LN101918,2021-02-01,77092.68,4.571,580-619,90-100,20-30,KS,Purchase,Primary Residence,Multi Unit,Servicer_A,2021
LN101919,2021-09-01,542331.71,2.382,740-779,70-80,20-30,AZ,Purchase,Primary Residence,Single Family,Servicer_A,2021
LN101920,2020-10-01,306034.46,2.207,780+,70-80,30-40,NY,Purchase,Primary Residence,Townhouse,Servicer_C,2020
LN101921,2021-10-01,245914.11,3.51,580-619,0-60,30-40,CT,Refinance,Investment,Condominium,Servicer_B,2021
LN101922,2023-10-01,75000.0,7.155,660-699,60-70,20-30,CA,Refinance,Second Home,Townhouse,Servicer_C,2023
LN101923,2021-01-01,91682.54,2.809,740-779,80-90,20-30,OK,Refinance,Primary Residence,Single Family,Servicer_C,2021
LN101924,2020-07-01,249678.27,3.149,620-659,70-80,20-30,MI,Refinance,Primary Residence,Single Family,Servicer_D,2020
LN101925,2018-12-01,738950.1,4.421,700-739,60-70,0-20,NM,Purchase,Primary Residence,Single Family,Servicer_A,2018
LN101926,2020-07-01,170239.56,2.385,740-779,60-70,20-30,PA,Refinance,Primary Residence,Condominium,Servicer_B,2020
LN101927,2018-11-01,402039.29,5.038,700-739,70-80,40-50,MD,Purchase,Primary Residence,Townhouse,Servicer_D,2018
LN101928,2019-04-01,192003.69,3.966,700-739,80-90,20-30,NM,Refinance,Primary Residence,Single Family,Servicer_B,2019
LN101929,2024-08-01,257711.96,6.694,740-779,60-70,40-50,NE,Refinance,Primary Residence,Single Family,Servicer_B,2024
LN101930,2018-08-01,487620.3,4.817,740-779,80-90,0-20,NJ,Refinance,Primary Residence,Single Family,Servicer_A,2018
LN101931,2021-05-01,206683.27,2.924,660-699,70-80,30-40,OK,Purchase,Primary Residence,Condominium,Servicer_A,2021
LN101932,2023-11-01,171040.99,7.033,700-739,80-90,20-30,MD,Purchase,Primary Residence,Townhouse,Servicer_B,2023
LN101933,2024-09-01,545334.69,6.406,780+,60-70,30-40,MT,Purchase,Primary Residence,Single Family,Servicer_B,2024
LN101934,2019-01-01,256343.34,3.725,740-779,70-80,30-40,NJ,Purchase,Primary Residence,Condominium,Servicer_C,2019
LN101935,2019-02-01,455603.87,3.848,700-739,0-60,30-40,DE,Refinance,Investment,Single Family,Servicer_C,2019
LN101936,2020-08-01,171498.42,2.611,700-739,60-70,40-50,HI,Refinance,Primary Residence,Townhouse,Servicer_E,2020
LN101937,2021-11-01,541927.23,3.926,620-659,80-90,20-30,CA,Purchase,Primary Residence,Townhouse,Servicer_D,2021
LN101938,2024-09-01,290602.37,6.944,660-699,70-80,0-20,GA,Refinance,Investment,Single Family,Servicer_A,2024
